NIS,radar,74.6446
NIS,laser,0.220944
NIS,radar,1.82505
NIS,laser,0.16728
NIS,radar,7.66307
NIS,laser,0.253373
NIS,radar,6.23088
NIS,laser,0.0078903
NIS,radar,0.404402
NIS,laser,1.19402
NIS,radar,1.28202
NIS,laser,2.09825
NIS,radar,4.14038
NIS,laser,0.369169
NIS,radar,2.05919
NIS,laser,12.8566
NIS,radar,1.85243
NIS,laser,2.46127
NIS,radar,1.74747
NIS,laser,1.58062
NIS,radar,3.6739
NIS,laser,3.97989
NIS,radar,0.626552
NIS,laser,0.274606
NIS,radar,2.96762
NIS,laser,3.2182
NIS,radar,4.3634
NIS,laser,0.500132
NIS,radar,2.37065
NIS,laser,0.460388
NIS,radar,7.05657
NIS,laser,0.879273
NIS,radar,6.73916
NIS,laser,0.702342
NIS,radar,4.57635
NIS,laser,3.33927
NIS,radar,4.81832
NIS,laser,1.28591
NIS,radar,4.07712
NIS,laser,1.20072
NIS,radar,1.87188
NIS,laser,1.88253
NIS,radar,0.863419
NIS,laser,0.355845
NIS,radar,1.43741
NIS,laser,0.641233
NIS,radar,0.962887
NIS,laser,3.38216
NIS,radar,3.52253
NIS,laser,2.62649
NIS,radar,10.9972
NIS,laser,0.876574
NIS,radar,0.222527
NIS,laser,0.691339
NIS,radar,1.48144
NIS,laser,2.17744
NIS,radar,3.84831
NIS,laser,1.22383
NIS,radar,2.58766
NIS,laser,0.730852
NIS,radar,0.951645
NIS,laser,0.208371
NIS,radar,1.80198
NIS,laser,0.427533
NIS,radar,0.633406
NIS,laser,0.486986
NIS,radar,4.63749
NIS,laser,0.642743
NIS,radar,1.7365
NIS,laser,0.213113
NIS,radar,3.25432
NIS,laser,1.76542
NIS,radar,1.13263
NIS,laser,0.719633
NIS,radar,0.690394
NIS,laser,0.587555
NIS,radar,0.269681
NIS,laser,2.09258
NIS,radar,0.633008
NIS,laser,4.02271
NIS,radar,4.08053
NIS,laser,1.19988
NIS,radar,0.282283
NIS,laser,1.4066
NIS,radar,2.27501
NIS,laser,3.91481
NIS,radar,0.574818
NIS,laser,4.16408
NIS,radar,1.0179
NIS,laser,2.97873
NIS,radar,2.74559
NIS,laser,0.736508
NIS,radar,7.1346
NIS,laser,0.91514
NIS,radar,3.03906
NIS,laser,2.01159
NIS,radar,4.88921
NIS,laser,0.000312958
NIS,radar,11.0068
NIS,laser,4.66431
NIS,radar,3.5709
NIS,laser,1.15587
NIS,radar,3.39854
NIS,laser,1.78541
NIS,radar,2.1112
NIS,laser,1.0484
NIS,radar,1.28456
NIS,laser,1.28212
NIS,radar,0.892086
NIS,laser,0.351888
NIS,radar,1.39498
NIS,laser,1.26256
NIS,radar,3.37576
NIS,laser,2.11689
NIS,radar,8.04835
NIS,laser,3.54201
NIS,radar,1.33151
NIS,laser,0.0116272
NIS,radar,1.79648
NIS,laser,0.694566
NIS,radar,0.27523
NIS,laser,0.141143
NIS,radar,6.62185
NIS,laser,1.85008
NIS,radar,6.03634
NIS,laser,3.86958
NIS,radar,2.44373
NIS,laser,0.905372
NIS,radar,1.93566
NIS,laser,1.08886
NIS,radar,6.6972
NIS,laser,0.49272
NIS,radar,1.73543
NIS,laser,0.32235
NIS,radar,3.07602
NIS,laser,2.68615
NIS,radar,3.24042
NIS,laser,0.870044
NIS,radar,10.0555
NIS,laser,0.776485
NIS,radar,3.24908
NIS,laser,1.36387
NIS,radar,5.71515
NIS,laser,1.87826
NIS,radar,2.10433
NIS,laser,0.644594
NIS,radar,1.26669
NIS,laser,0.715582
NIS,radar,0.378055
NIS,laser,1.71542
NIS,radar,2.46378
NIS,laser,0.167078
NIS,radar,1.75738
NIS,laser,1.94252
NIS,radar,2.56856
NIS,laser,0.138222
NIS,radar,0.972001
NIS,laser,1.93106
NIS,radar,1.09442
NIS,laser,0.700862
NIS,radar,4.15965
NIS,laser,0.611717
NIS,radar,5.53302
NIS,laser,3.36833
NIS,radar,1.02265
NIS,laser,1.6746
NIS,radar,2.40997
NIS,laser,1.00684
NIS,radar,1.47267
NIS,laser,2.29373
NIS,radar,4.40563
NIS,laser,2.79696
NIS,radar,0.081305
NIS,laser,0.135295
NIS,radar,3.46249
NIS,laser,3.51768
NIS,radar,0.229328
NIS,laser,0.704122
NIS,radar,0.511046
NIS,laser,0.346182
NIS,radar,2.86739
NIS,laser,0.822503
NIS,radar,1.9025
NIS,laser,1.39965
NIS,radar,1.74745
NIS,laser,1.94924
NIS,radar,4.67337
NIS,laser,0.715806
NIS,radar,1.49262
NIS,laser,1.12465
NIS,radar,1.33994
NIS,laser,2.00093
NIS,radar,7.26448
NIS,laser,2.63689
NIS,radar,3.38884
NIS,laser,1.19002
NIS,radar,2.38167
NIS,laser,6.15972
NIS,radar,3.16558
NIS,laser,0.0628464
NIS,radar,2.08049
NIS,laser,0.514656
NIS,radar,4.9924
NIS,laser,2.24449
NIS,radar,1.07298
NIS,laser,1.81334
NIS,radar,1.98495
NIS,laser,0.811372
NIS,radar,1.00331
NIS,laser,2.44435
NIS,radar,2.56711
NIS,laser,0.444711
NIS,radar,1.71005
NIS,laser,0.890031
NIS,radar,3.04529
NIS,laser,3.7387
NIS,radar,1.00754
NIS,laser,1.36682
NIS,radar,1.10801
NIS,laser,3.46591
NIS,radar,3.45798
NIS,laser,0.344353
NIS,radar,3.80853
NIS,laser,0.53146
NIS,radar,2.83865
NIS,laser,4.33936
NIS,radar,2.97647
NIS,laser,2.51843
NIS,radar,1.18592
NIS,laser,0.970693
NIS,radar,1.349
NIS,laser,2.03431
NIS,radar,0.549263
NIS,laser,0.807893
NIS,radar,2.5739
NIS,laser,4.02523
NIS,radar,1.88063
NIS,laser,0.172232
NIS,radar,2.91172
NIS,laser,0.747654
NIS,radar,5.50027
NIS,laser,0.767256
NIS,radar,5.90753
NIS,laser,0.381848
NIS,radar,1.57641
NIS,laser,2.44733
NIS,radar,4.05017
NIS,laser,0.304637
NIS,radar,3.50348
NIS,laser,1.69842
NIS,radar,2.38854
NIS,laser,0.630656
NIS,radar,0.180934
NIS,laser,2.22809
NIS,radar,2.34031
NIS,laser,2.64461
NIS,radar,1.14331
NIS,laser,0.655824
NIS,radar,4.2502
NIS,laser,0.00532813
NIS,radar,0.853765
NIS,laser,1.26914
NIS,radar,0.158296
NIS,laser,0.646893
NIS,radar,4.16163
NIS,laser,1.52854
NIS,radar,0.62054
NIS,laser,4.91363
NIS,radar,1.12595
NIS,laser,3.91087
NIS,radar,5.19238
NIS,laser,1.50608
NIS,radar,5.89741
NIS,laser,1.59173
NIS,radar,3.90858
NIS,laser,2.79624
NIS,radar,5.54368
NIS,laser,1.35412
NIS,radar,2.73166
NIS,laser,1.15433
NIS,radar,4.2402
NIS,laser,0.421925
NIS,radar,3.17261
NIS,laser,0.555644
NIS,radar,1.20711
NIS,laser,2.30851
NIS,radar,0.254208
NIS,laser,1.42388
NIS,radar,4.42712
NIS,laser,5.00395
NIS,radar,0.483622
NIS,laser,0.494256
NIS,radar,0.383728
NIS,laser,1.20601
NIS,radar,2.5069
NIS,laser,0.268808
NIS,radar,3.93368
NIS,laser,1.75621
NIS,radar,0.326505
NIS,laser,0.137413
NIS,radar,6.15327
NIS,laser,4.78313
NIS,radar,0.927849
NIS,laser,0.522317
NIS,radar,7.06968
NIS,laser,0.674505
NIS,radar,1.03334
NIS,laser,3.65488
NIS,radar,1.91811
NIS,laser,3.60893
NIS,radar,1.25984
NIS,laser,3.09314
NIS,radar,1.81113
NIS,laser,3.06903
NIS,radar,1.80193
NIS,laser,0.76228
NIS,radar,2.74154
